time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0004,RPFGR_SColTempo_0001_delta_tempo,ref_Periodo,RPFDIxRPMPX_ativado,RPMRD_SColTempo_0001_delta_tempo,OMMNO_nOK_0001,ref_2019_09_30,OMCCLxRPATJ_ativado,RPMRDxRPFGR_ativado,chamados_MSOMJRD,localidade_id_MSOMJRD_1749,RPAMBxRPTCU_ativado,ref_2019_11,ref_2019_10,ref_2019_10_25,ref_2019_10_30,RPJRD_SColTempo_0002_delta_tempo,RPNASxRPRBR_ativado,RPPPR_nOK_0002,RPPPR_nOK_0003,RPDOU_nOK_0001,RPCGR_SColTempo_0002_delta_tempo,RPJRD_SColTempo_0001_delta_tempo,OMCARCxRPFSJ_ativado,ref_2019_09,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,ref_2019_10_24,ref_2019_10_27,ref_2019_10_26,ref_2019_10_21,ref_2019_10_20,ref_2019_10_23,ref_2019_10_22,ref_2019_10_29,RPDOUxOMDOU_ativado,ref_2019_10_28,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,Chamados_Desconto,RPAMOxRPAMB_ativado,ref_2019_10_10,ref_2019_10_11,ref_2019_10_12,ref_2019_10_13,ref_2019_10_14,ref_2019_10_15,ref_2019_10_16,ref_2019_10_17,ref_2019_10_18,ref_2019_10_19,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,ref_2019_10_31,RPCGRxRPNAS1_ativado,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,OMBLV_nOK_0002,RPAMO_nOK_0002,RPFDI_nOK_0001,ref_2019_11_01,RPAMO1_nOK_0001,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMPPR_SColTempo_0002_delta_tempo,OMIGTxOMMNO_ativado,OMDOU_nOK_0002,ref_2019_10_09,ref_2019_10_08,ref_2019_10_07,ref_2019_10_06,ref_2019_10_05,ref_2019_10_04,ref_2019_10_03,ref_2019_10_02,ref_2019_10_01,OMCGRxRPNVL_ativado,RPMRD_SColTempo_0002_delta_tempo,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPMRDxOMAQD_ativado,RPMPXxRPSPE_ativado,RPJRDxRPMMA_ativado,RPNOQxOMJRD_ativado,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPATJ_nOK_0001,RPSPExRPNOQ_ativado,OMNOQ_SColTempo_0003_delta_tempo
"2019-10-31 12:47:04","2019-10-31 12:48:05",61.0,1.85675523014E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1,1, , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 12:48:05","2019-10-31 12:51:04",179.0,5.44851124909E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 12:51:04","2019-10-31 12:52:04",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1,1, , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 12:52:04","2019-10-31 12:53:04",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 12:53:04","2019-10-31 12:56:04",180.0,5.47894985942E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1,1, , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 12:56:04","2019-10-31 13:14:04",1080.0,3.28736991565E-05, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 13:14:04","2019-10-31 13:15:04",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1,1, , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 13:15:04","2019-10-31 13:16:04",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 13:16:04","2019-10-31 13:17:04",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1,1, , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 13:17:04","2019-10-31 13:19:37",153.0,4.65710738051E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 13:19:37","2019-10-31 13:20:37",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1,1,1, 
"2019-10-31 13:20:37","2019-10-31 14:19:04",3507.0,0.000106748206428, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 14:19:04","2019-10-31 14:20:04",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1,1, , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 14:20:04","2019-10-31 18:21:35",14491.0,0.000441085902294, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 18:21:35","2019-10-31 18:22:55",80.0,2.43508882641E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, ,1, , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 18:22:55","2019-10-31 23:17:05",17650.0,0.000537241472327, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 23:17:05","2019-10-31 23:18:05",60.0,1.82631661981E-06,1, ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 23:18:05","2019-10-31 23:59:59",2514.0,7.65226663699E-05, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 23:59:59","2019-11-01 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, , , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-11-01 00:00:00","2019-11-01 01:48:05",6485.0,0.000197394387991, , ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-11-01 01:48:05","2019-11-01 01:49:05",60.0,1.82631661981E-06,1, ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-11-01 01:49:05","2019-11-01 02:00:49",704.0,2.14287816724E-05, , ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-11-01 02:00:49","2019-11-01 02:01:49",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, ,1, ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-11-01 02:01:49","2019-11-01 02:08:05",376.0,1.14449174841E-05, , ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-11-01 02:08:05","2019-11-01 02:09:05",60.0,1.82631661981E-06,1, ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-11-01 02:09:05","2019-11-01 06:43:37",16472.0,0.000501384789358, , ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-11-01 06:43:37","2019-11-01 06:44:37",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1,1,1, 
"2019-11-01 06:44:37","2019-11-01 09:13:37",8940.0,0.000272121176351, , ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-11-01 09:13:37","2019-11-01 09:14:37",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1,1,1, 
"2019-11-01 09:14:37","2019-11-01 23:59:59",53122.0,0.00161695985796, , ,1,1, , , ,1,1, , ,1,1, , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , ,1, ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
